,Gamer_ID,Date of Entry,A1_1,Grouped A1_1,A1_2,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,C1,C2,CC2,C3,C4,Corrected C4,C5,C6,CC6,C7,C8,CC8,C9,C10,CC10,C11,C12,CC12,C13,C14,CC14,C15,Weighted Score,Good or Bad,D1,D2,D3,D4,D5,D6,D7,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,Action,Adventure,FPS,Fighting,Pointandclick,RPG,Simulation,Sports,Story-driven,Strategy,Variedthemesallinonegameex:recroom,puzzle,vrchat
503,504,5/25/2020 17:48,New Zealand European,New Zealander,Other,Female,Graduate school and higher,Both,28,White,Married or domestic partnership,Out of work but not currently looking for work,No,No self-isolation/social distancing,Worried,4,4,1,4,4,1,5,2,3,3,4,1,3,5,0,3,5,0,4,3,2,4,2.533333333,Bad,More than 3 years,RPG,Almost everyday,5,1. Everyday,Decorating my island (includes terraforming but that's only part of it!),I'm not sure what this question is asking as it doesn't make sense. My island theme is pink/garden-like/structured,2,4,2,3,3,3,3,5,4,3,1,4,1,1,3,4,2,3,1,3,4,2,1,1,2,4,2,3,5,4,3,5,5,5,2,2,2,4,1,5,4,5,4,2,5,5,4,5,5,2,2,1,3,5,5,5,2,4,4,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No
504,505,5/25/2020 17:48,Australian,Australian,Other,Female,Undergraduate school,A garden,18,White,"Single, never married",A student,Yes,More than 3 weeks,Worried,4,3,2,4,2,3,4,1,4,5,3,2,5,4,1,2,4,1,4,2,3,4,3.2,Good,More than 3 years,"Adventure, RPG, Simulation",Everyday,1.5,1. Everyday,Planting trees/flowers,I like making ponds the most- it’s the lowest stress,4,4,4,2,3,5,5,5,5,4,2,4,3,3,4,4,2,4,3,4,3,2,2,3,4,4,4,4,5,4,5,5,5,5,1,2,2,4,1,5,2,5,4,1,4,4,5,5,5,2,1,1,3,3,4,4,1,5,2,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
505,506,5/25/2020 19:08,Filipino,Filipino,Asia,Female,Undergraduate school,None,26,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,5,4,1,5,2,3,5,1,4,5,4,1,5,5,0,4,5,0,4,2,3,5,3.333333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,1.5,1. Everyday,Terraforming,Zen Garden,4,3,4,4,4,4,4,4,4,4,1,4,2,3,2,4,4,2,3,4,2,1,4,2,4,3,2,4,4,4,1,4,5,4,1,5,1,4,1,5,4,4,4,1,4,5,4,4,5,3,4,1,4,3,5,5,2,4,4,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
506,507,5/25/2020 19:10,USA,American,US/Canada,Female,Graduate school and higher,Both,33,White,Married or domestic partnership,Self-employed,No,No self-isolation/social distancing,A little,4,4,1,5,5,0,5,4,1,5,4,1,5,5,0,4,5,0,5,5,0,5,2.733333333,Bad,0-1 years,RPG,Every week,1.5,3. Every week,Shopping/cataloging,Never have done it ,2,2,3,1,3,1,1,1,3,4,1,3,1,2,3,4,3,4,3,4,4,4,2,4,4,3,4,2,3,4,4,4,4,3,1,3,5,4,1,5,2,4,4,4,5,4,4,5,5,2,2,2,4,3,3,3,2,2,2,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No
507,508,5/25/2020 19:22,Colombian,Colombian,Other,Female,High school,Both,27,Hispanic or Latino,Married or domestic partnership,Employed for wages,Yes,More than a month,Worried,3,4,1,5,3,2,4,1,4,5,5,0,5,3,2,3,5,0,5,5,0,5,2.933333333,Bad,More than 3 years,"Adventure, Strategy",Almost every week,2.5,2. Almost everyday,Building new DIYs recipes and designing my island ,"Unsure, I haven’t reached that part of the game yet.",4,3,4,1,4,5,5,5,5,4,3,4,4,2,4,4,2,2,3,4,1,3,4,1,4,4,4,4,5,5,5,5,5,5,1,3,1,5,1,5,3,5,5,1,5,5,5,5,2,1,1,1,5,5,5,4,1,5,2,1,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
508,509,5/25/2020 19:39,Filipino,Filipino,Asia,Male,Undergraduate school,A pet,30,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,4,2,3,5,2,3,5,1,4,5,1,4,5,1,4,5,2,3,5,1,4,5,4.266666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Terraforming,Tropical nature theme,3,2,3,3,3,5,5,5,5,4,1,4,1,2,3,4,3,1,3,3,4,3,2,1,3,4,3,3,5,3,4,4,4,5,1,1,4,4,4,5,5,4,5,3,4,5,5,5,5,1,1,1,4,5,4,5,2,5,5,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
509,510,5/25/2020 19:40,Filipino,Filipino,Asia,Female,Undergraduate school,Both,33,Asian,Married or domestic partnership,Self-employed,Yes,More than a month,Worried,5,4,1,5,2,3,5,1,4,5,5,0,4,5,0,4,4,1,5,2,3,5,3.333333333,Good,More than 3 years,"Adventure, RPG, Strategy",Everyday,5,1. Everyday,Everything ,Not sure,4,4,4,2,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,3,3,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
510,511,5/25/2020 19:41,Filipino,Filipino,Asia,Male,High school,Both,17,Asian,"Single, never married",A student,Yes,More than a month,Worried,3,3,2,4,3,2,4,1,4,3,3,2,3,3,2,3,3,2,3,3,2,4,2.866666667,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Rhythm",Everyday,3.5,1. Everyday,All.,I try my best to stick with my original layout/minimal terraforming.,4,4,3,3,3,5,5,5,4,4,2,4,1,3,3,3,2,2,3,3,4,1,1,1,4,2,4,4,4,4,5,5,5,5,1,2,2,2,1,5,2,5,4,1,4,5,5,5,5,1,1,1,4,1,4,5,1,5,2,1,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
511,512,5/25/2020 19:43,American,American,US/Canada,Female,Undergraduate school,A pet,39,White,Married or domestic partnership,A homemaker,Yes,More than a month,Worried,4,3,2,4,3,2,5,4,1,4,4,1,5,5,0,4,4,1,4,4,1,5,2.866666667,Bad,More than 3 years,"RPG, Simulation",Almost everyday,3.5,2. Almost everyday,Interacting with villagers ,Functional but yet natural to the island ,4,3,3,3,3,5,5,5,5,4,3,4,1,3,3,4,3,4,3,3,4,4,1,2,3,3,4,4,5,5,5,5,5,5,2,2,1,4,1,5,4,5,4,1,4,4,5,5,3,2,1,1,5,4,5,5,2,5,4,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
512,513,5/25/2020 19:43,Ashenkazi Jewish,Ashenkazi Jewish,Other,Female,Undergraduate school,A pet,25,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,5,4,1,5,2,3,5,1,4,5,4,1,5,5,0,5,4,1,5,2,3,5,3.533333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Decorating my island and house with amenities,Making waterfalls,4,3,4,4,2,5,5,5,5,4,2,4,1,2,2,4,4,3,3,4,4,4,4,4,4,2,4,3,5,5,5,5,5,5,3,5,3,5,3,5,5,5,5,2,5,5,5,5,5,3,2,3,5,5,5,5,3,5,5,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
513,514,5/25/2020 19:47,British,British,EU,Female,High school,A garden,23,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,5,3,2,4,4,1,5,2,3,5,4,1,4,4,1,4,4,1,5,3,2,4,3.133333333,Good,More than 3 years,"Adventure, RPG",Less than every month,2.5,1. Everyday,Fishing,Natural,3,4,3,1,3,5,5,4,3,4,1,4,3,3,3,2,2,1,1,3,1,1,1,3,3,4,1,4,5,4,5,5,5,5,1,2,1,4,1,5,5,5,4,2,4,5,5,5,3,2,1,1,3,1,5,5,1,5,4,2,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
514,515,5/25/2020 19:54,British,British,EU,Female,Undergraduate school,None,26,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,2,3,4,4,1,4,2,3,5,4,1,5,4,1,4,5,0,5,2,3,5,3.133333333,Good,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,2.5,1. Everyday,Terraforming,Natural,3,3,4,4,3,5,5,5,4,4,3,4,1,3,3,4,2,1,3,3,3,4,1,1,4,3,3,3,5,4,5,5,5,5,2,4,2,4,2,5,4,5,5,1,4,5,5,5,5,1,1,1,5,5,5,5,1,4,2,1,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
515,516,5/25/2020 19:56,Filipino,Filipino,Asia,Female,Undergraduate school,None,22,Asian,"Single, never married",A student,Yes,More than a month,Worried,3,4,1,4,3,2,4,1,4,5,4,1,4,4,1,4,4,1,4,3,2,5,3,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Almost everyday,6,1. Everyday,Fishing,Magical,4,4,4,1,3,5,5,5,4,4,2,4,3,2,3,3,3,4,4,2,3,1,2,4,4,3,1,3,5,4,5,5,5,5,1,3,1,3,2,5,4,5,5,1,5,5,5,5,3,1,2,1,5,5,5,5,2,5,4,3,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
516,517,5/25/2020 20:02,American,American,US/Canada,Female,Graduate school and higher,Both,31,White,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,4,1,5,3,2,5,2,3,5,4,1,4,5,0,2,5,0,5,4,1,5,2.866666667,Bad,More than 3 years,"Adventure, Simulation, Strategy, Puzzle",Almost everyday,5,1. Everyday,Planting trees/flowers,Using custom paths and manipulating water,4,4,4,2,4,5,5,5,5,3,1,4,1,3,3,4,3,4,3,4,4,4,3,2,4,2,4,2,5,4,4,5,5,5,2,3,2,5,1,5,5,5,4,1,5,5,5,5,4,1,1,1,5,4,4,4,2,5,5,1,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No
517,518,5/25/2020 20:05,Vietnamese,Vietnamese,Asia,Female,Undergraduate school,Both,35,Asian,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,3,4,1,4,3,2,4,5,0,5,5,0,3,4,1,4,5,0,4,5,0,4,2.333333333,Bad,More than 3 years,"Adventure, RPG, Strategy",Almost every week,20,1. Everyday,Terraforming,All,2,2,2,2,2,4,4,4,4,4,2,4,2,3,2,3,3,2,3,2,3,4,1,3,4,3,2,2,4,3,3,4,5,4,2,3,3,4,1,4,4,3,4,4,3,3,3,3,4,2,2,2,3,3,2,4,1,3,4,2,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
518,519,5/25/2020 20:06,British,British,EU,Female,Undergraduate school,Both,23,White,"Single, never married",Employed for wages,Yes,More than a month,A little,4,4,1,5,3,2,5,3,2,5,5,0,5,5,0,3,3,2,3,5,0,5,2.8,Bad,More than 3 years,"Adventure, RPG, Simulation",Almost everyday,6,1. Everyday,Planting trees/flowers,Natural,2,2,4,4,3,5,5,5,5,4,2,3,2,2,1,2,3,3,4,3,4,2,1,1,4,4,2,1,5,4,2,5,4,4,1,3,2,3,2,5,3,4,4,2,3,4,4,5,4,1,5,1,3,4,3,3,2,3,1,2,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
519,520,5/25/2020 20:26,American ,American,US/Canada,Female,Undergraduate school,Both,26,White,Married or domestic partnership,Employed for wages,Yes,More than a month,Very worried,1,2,3,4,2,3,4,1,4,5,3,2,4,5,0,2,3,2,3,3,2,5,2.933333333,Bad,More than 3 years,"RPG, Simulation",Every week,3.5,3. Every week,Planting trees/flowers,I don't know what this means ,3,3,4,4,2,5,5,5,5,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,3,5,5,5,5,1,4,2,4,3,5,5,5,5,3,4,4,5,5,5,1,3,1,5,4,5,5,1,5,5,2,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
520,521,5/25/2020 20:28,Filipino,Filipino,Asia,Female,Graduate school and higher,Both,25,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,2,2,3,4,2,3,4,2,3,5,4,1,4,4,1,4,5,0,4,2,3,4,3,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,9,1. Everyday,Terraforming,Flowery theme with simple aesthetic ,4,4,4,4,2,5,5,5,5,4,2,4,1,2,3,4,3,1,3,4,4,4,1,2,2,4,2,2,5,4,4,5,5,5,1,2,4,4,5,5,2,5,4,1,4,4,4,5,4,1,2,2,2,5,5,5,2,4,4,4,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
521,522,5/25/2020 20:30,American,American,US/Canada,Female,High school,A pet,21,White,"Single, never married",A student,Yes,More than a month,A little,5,5,0,5,3,2,5,1,4,5,4,1,5,5,0,5,5,0,5,4,1,5,3.2,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,6,1. Everyday,Stonks,Accessible,4,3,3,2,3,5,5,5,5,4,1,4,1,1,2,2,2,3,1,2,4,1,2,2,4,3,2,3,4,3,3,4,4,4,2,5,3,4,1,3,4,4,4,4,4,4,4,4,4,2,3,2,4,2,2,3,2,2,3,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
522,523,5/25/2020 20:45,Filipino,Filipino,Asia,Male,Undergraduate school,A garden,29,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,3,2,3,3,3,2,4,1,4,3,3,2,5,3,2,4,3,2,3,3,2,3,3,Bad,More than 3 years,"Adventure, RPG, Strategy",Everyday,3.5,1. Everyday,Catching bugs,Waterscpaping,4,4,4,2,4,5,5,5,5,4,1,4,1,2,4,4,3,2,2,4,2,2,1,2,4,4,2,4,3,3,3,4,5,4,2,1,1,4,2,3,3,3,3,1,4,4,4,4,3,1,3,1,4,4,4,5,2,4,2,4,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
523,524,5/25/2020 21:05,US Citizen,American,US/Canada,Female,Undergraduate school,A pet,23,White,Married or domestic partnership,Out of work and looking for work,Yes,More than a month,Worried,5,2,3,5,2,3,5,1,4,5,2,3,5,4,1,3,2,3,4,4,1,4,3.6,Good,2-3 years,"Adventure, RPG, Simulation",Every week,2.5,2. Almost everyday,Catching bugs,I use the cobblestone path. ,4,2,3,3,2,5,5,5,5,4,1,4,1,1,3,3,3,3,3,3,4,1,1,4,3,2,1,1,4,2,1,4,4,4,1,1,1,4,2,4,1,4,4,2,4,5,5,5,3,2,2,1,2,1,1,1,1,3,1,1,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
524,525,5/25/2020 21:15,American,American,US/Canada,Female,Graduate school and higher,Both,36,White,Divorced,Employed for wages,Yes,More than a month,Not at all,5,3,2,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,2.8,Bad,More than 3 years,RPG,Almost everyday,3.5,1. Everyday,Planting trees/flowers,I’m not sure this translated correctly. I will guess. I mostly terraform the first level.,4,4,4,4,4,5,5,5,5,4,4,4,1,2,3,3,3,3,3,3,4,1,1,2,4,2,1,2,4,4,1,4,4,4,1,2,4,4,2,5,4,3,4,3,2,3,4,4,5,3,4,1,4,4,4,4,1,4,1,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No
525,526,5/25/2020 21:26,American,American,US/Canada,Female,Undergraduate school,A garden,27,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Very worried,3,2,3,4,2,3,5,2,3,4,2,3,5,5,0,3,3,2,5,5,0,5,3.2,Good,More than 3 years,Puzzle,Everyday,1.5,1. Everyday,Fishing,I don’t know ,3,4,3,2,3,5,5,5,5,3,1,4,1,1,2,2,2,3,1,3,3,1,1,1,3,3,1,3,5,4,3,5,5,4,1,5,2,5,1,5,3,5,5,3,5,5,5,5,4,2,2,2,4,4,4,2,1,4,1,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No
526,527,5/25/2020 21:26,Filipino,Filipino,Asia,Male,Undergraduate school,None,27,Asian,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,A little,5,4,1,4,3,2,5,2,3,4,5,0,4,4,1,4,4,1,3,2,3,4,2.933333333,Bad,More than 3 years,"RPG, Simulation, Sports",Everyday,4,1. Everyday,Terraforming,Country style,4,4,2,4,2,5,5,5,5,4,1,4,1,3,2,4,2,2,2,2,4,1,1,1,4,2,1,1,5,4,4,5,5,5,1,2,1,5,2,5,4,5,5,1,5,3,2,5,5,1,1,1,3,3,5,5,1,5,5,2,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
527,528,5/25/2020 21:38,British ,British,EU,Female,Undergraduate school,Both,24,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,4,4,1,5,4,1,5,5,0,4,4,1,4,5,0,5,1,4,5,5,0,5,2.933333333,Bad,0-1 years,Simulation,Everyday,2.5,1. Everyday,Terraforming,Natural ,4,4,3,4,2,5,5,1,4,4,2,4,2,1,2,3,3,4,3,3,4,1,2,3,4,2,1,3,5,4,5,5,5,5,1,1,1,3,1,4,3,5,5,1,4,4,4,4,4,2,3,1,5,3,4,5,2,3,3,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No
528,529,5/25/2020 21:39,Filipino,Filipino,Asia,Female,High school,A pet,14,Other,"Single, never married",A student,Yes,More than a month,Very worried,2,4,1,4,3,2,2,3,2,5,3,2,3,3,2,3,5,0,3,2,3,2,2.4,Bad,1-2 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,3.5,2. Almost everyday,Terraforming,Putting paths,3,3,4,4,4,3,3,2,3,4,3,4,1,2,3,4,4,2,1,4,4,1,1,3,4,4,3,4,5,4,3,4,5,4,2,3,2,5,2,5,3,4,2,2,3,4,5,4,4,2,2,2,2,2,4,5,2,4,3,2,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
529,530,5/25/2020 21:57,Filipino,Filipino,Asia,Female,Graduate school and higher,A pet,23,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,5,1,4,5,2,3,5,1,4,5,2,3,4,3,2,5,2,3,5,2,3,5,4.066666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Terraforming,Modern/cute style,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,5,5,5,5,5,5,2,4,3,4,4,5,4,5,5,3,5,5,5,5,5,3,3,3,4,5,5,5,2,5,4,4,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
530,531,5/25/2020 22:01,US,American,US/Canada,Female,Undergraduate school,A pet,29,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Worried,4,1,4,4,2,3,4,2,3,5,5,0,4,2,3,2,4,1,5,3,2,5,3.266666667,Good,More than 3 years,"Action, Adventure, RPG, Strategy",Everyday,3.5,1. Everyday,Terraforming,Mixture of island and forest,3,3,2,3,2,5,5,3,4,4,4,4,2,2,1,4,4,1,2,3,3,2,3,1,4,3,2,3,4,4,4,5,5,5,2,4,3,4,4,5,4,4,3,3,4,5,5,5,4,3,4,3,5,5,4,3,3,5,5,5,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No
531,532,5/25/2020 22:20,Filipino,Filipino,Asia,Female,Undergraduate school,A pet,23,Asian,"Single, never married",Employed for wages,No,No self-isolation/social distancing,Very worried,4,1,4,5,1,4,5,1,4,5,1,4,5,1,4,3,5,0,5,1,4,4,4,Good,0-1 years,"Adventure, RPG, Simulation",Almost everyday,3.5,1. Everyday,Planting trees/flowers,Depends on mood,3,3,4,3,3,4,5,4,5,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,5,4,5,5,5,4,1,1,1,4,4,5,4,5,4,1,5,5,5,5,4,2,4,2,5,4,5,5,1,5,5,3,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
532,533,5/25/2020 22:32,United States,American,US/Canada,Female,Undergraduate school,A pet,29,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,4,2,3,5,1,4,4,1,4,5,2,3,5,3,2,3,4,1,4,3,2,3,3.466666667,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Almost everyday,2.5,1. Everyday,Catching bugs,"Not sure exactly whats being asked, but i like making waterfalls",4,3,4,2,2,5,5,5,5,4,4,4,1,2,2,3,3,4,4,4,4,2,1,2,4,3,2,2,5,3,2,5,5,5,1,2,1,5,1,5,5,5,4,1,5,5,5,5,5,1,1,1,5,4,4,5,1,5,5,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
533,534,5/25/2020 22:41,Filipino,Filipino,Asia,Male,High school,A pet,20,Asian,"Single, never married",A student,Yes,More than a month,Very worried,3,2,3,4,2,3,5,1,4,5,2,3,5,5,0,2,5,0,4,5,0,4,3,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,10,1. Everyday,Terraforming,Sceneries,3,2,2,4,4,3,5,2,2,4,2,4,1,3,2,4,4,1,3,2,1,1,1,4,4,4,1,1,5,5,5,5,5,5,1,3,1,5,1,5,4,5,3,1,4,4,5,5,5,1,2,1,4,4,5,5,1,5,4,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
534,535,5/25/2020 22:50,British ,British,EU,Female,High school,Both,25,White,"Single, never married",Employed for wages,No,No self-isolation/social distancing,A little,2,4,1,3,3,2,4,2,3,5,4,1,4,3,2,3,5,0,5,4,1,5,2.733333333,Bad,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy",Everyday,8.5,1. Everyday,Catching bugs,Natural,4,3,2,3,4,5,5,5,5,4,2,4,3,2,3,4,3,2,3,4,4,1,1,1,4,4,4,4,4,3,2,5,4,5,1,2,1,4,1,4,5,5,4,2,3,4,4,5,4,1,1,1,4,3,4,4,2,3,4,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
535,536,5/25/2020 23:31,Filipino,Filipino,Asia,Female,Undergraduate school,None,25,Asian,"Single, never married",Employed for wages,Yes,More than a month,Very worried,1,3,2,5,1,4,5,1,4,5,1,4,5,1,4,5,4,1,2,4,1,5,3.533333333,Good,More than 3 years,"Action, Adventure, RPG, Simulation, Strategy, Sports",Everyday,3.5,1. Everyday,Fishing,City ,3,4,4,4,1,5,5,4,5,4,3,4,4,4,4,3,2,4,3,4,4,3,3,1,3,4,4,4,5,5,5,5,5,5,1,4,4,5,4,4,5,5,5,3,5,5,5,5,5,3,3,3,5,5,5,5,3,5,5,3,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
536,537,5/25/2020 23:35,Citizen of the United States,American,US/Canada,Male,High school,None,19,White,"Single, never married",A student,Yes,More than a month,Worried,4,4,1,4,5,0,5,2,3,5,4,1,5,5,0,1,5,0,4,5,0,5,2.533333333,Bad,More than 3 years,RPG,Everyday,3.5,1. Everyday,Decorating ,Unclear question ,2,1,4,3,1,1,5,5,4,4,1,4,1,2,4,4,4,2,2,4,4,3,1,3,4,1,1,2,5,4,2,4,4,4,2,3,2,4,1,5,4,4,4,3,4,5,4,5,2,1,3,2,4,4,4,4,3,3,3,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No
537,538,5/25/2020 23:47,Filipino,Filipino,Asia,Male,Undergraduate school,Both,21,Asian,"Single, never married",A student,Yes,More than a month,Very worried,2,4,1,5,2,3,5,1,4,5,4,1,4,4,1,4,5,0,2,2,3,5,3,Bad,More than 3 years,"Action, Adventure, RPG, Simulation",Everyday,3.5,2. Almost everyday,Designing,Tropical with a hint of modernism ,2,3,3,2,2,5,5,5,5,3,1,4,2,1,3,4,2,4,3,4,4,2,3,3,4,4,3,4,4,5,4,5,5,5,2,2,2,4,3,5,3,4,3,2,4,4,5,4,3,1,2,1,3,4,5,4,1,4,3,2,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
538,539,5/25/2020 23:57,Filipino,Filipino,Asia,Female,Undergraduate school,Both,23,Asian,"Single, never married",Employed for wages,Yes,More than a month,Worried,4,2,3,4,3,2,4,2,3,4,4,1,4,4,1,3,3,2,4,2,3,4,3.066666667,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,3.5,1. Everyday,Fishing,european style,3,4,3,2,1,5,5,5,5,4,1,3,1,1,4,3,3,1,3,3,4,2,1,1,2,1,1,2,4,4,2,5,5,5,1,1,2,4,2,5,2,4,4,1,4,2,4,4,2,2,4,2,4,2,4,4,2,4,4,4,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
539,540,5/26/2020 0:03,Canadian ,Canadian,US/Canada,Female,Graduate school and higher,A pet,24,White,Married or domestic partnership,Employed for wages,No,No self-isolation/social distancing,Very worried,5,4,1,4,3,2,4,5,0,5,4,1,4,5,0,5,5,0,3,4,1,5,2.666666667,Bad,More than 3 years,"Action, Adventure, Simulation, Point and click, first person shooter",Everyday,3.5,1. Everyday,Terraforming,"Cute, real life without roads",3,4,3,4,2,5,3,5,5,4,3,4,1,1,3,3,3,2,3,4,4,4,1,2,1,3,1,1,4,4,4,5,3,4,2,2,3,4,2,4,1,4,4,2,4,4,4,4,2,3,2,2,2,4,4,4,2,4,1,3,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
540,541,5/26/2020 0:08,Filipino,Filipino,Asia,Female,Graduate school and higher,Both,21,Asian,"Single, never married",Out of work and looking for work,Yes,More than a month,Worried,5,1,4,5,1,4,5,1,4,5,3,2,3,5,0,1,5,0,1,5,0,5,2.933333333,Bad,More than 3 years,"Adventure, RPG, Simulation, Strategy",Everyday,2.5,1. Everyday,buying items from Nooks Cranny and Able Sisters,more on natured theme,2,3,4,4,4,5,5,5,5,4,1,4,1,2,4,4,4,1,4,4,4,1,3,1,4,4,3,4,5,1,5,5,5,5,2,2,1,5,3,5,5,5,3,5,5,2,5,5,5,2,5,2,5,5,5,5,5,5,3,5,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No
541,542,5/26/2020 0:48,USA ,American,US/Canada,Female,Graduate school and higher,A pet,30,White,Married or domestic partnership,Employed for wages,Yes,More than a month,A little,5,4,1,4,4,1,5,4,1,4,5,0,5,5,0,4,4,1,3,4,1,5,2.666666667,Bad,0-1 years,"Adventure, Simulation, Strategy",Almost everyday,1.5,2. Almost everyday,Planting trees/flowers,Unknown,2,3,4,2,3,4,4,4,5,4,1,4,2,2,2,3,2,2,3,4,4,1,3,2,4,4,2,3,5,3,3,5,5,5,1,2,1,3,1,5,2,5,3,1,4,4,4,5,4,1,1,1,3,3,3,2,1,3,2,1,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
542,543,5/26/2020 0:56,American,American,US/Canada,Female,Undergraduate school,A pet,21,White,"Single, never married",A student,Yes,More than a month,Very worried,5,4,1,5,3,2,5,2,3,5,5,0,5,5,0,4,5,0,5,5,0,5,3,Bad,More than 3 years,"Adventure, RPG",Almost everyday,20,3. Every week,Interacting with villagers,Rustic/camping,4,4,4,3,3,5,5,5,4,4,2,3,2,1,3,4,2,4,3,3,3,3,2,1,4,4,3,4,5,4,3,5,5,5,1,1,1,4,1,5,5,5,4,1,5,1,5,5,5,2,1,1,5,3,4,5,2,5,5,2,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
